locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMFCDEOL_03651	CDS	531				hypothetical protein
GMFCDEOL_03652	gene	594	hin_2			
GMFCDEOL_03652	CDS	594	hin_2			DNA-invertase hin
GMFCDEOL_03653	gene	1323				
GMFCDEOL_03653	CDS	1323				hypothetical protein
GMFCDEOL_03654	gene	630				
GMFCDEOL_03654	CDS	630				hypothetical protein
GMFCDEOL_03655	gene	117				
GMFCDEOL_03655	CDS	117				hypothetical protein
GMFCDEOL_03656	gene	393				
GMFCDEOL_03656	CDS	393				hypothetical protein
GMFCDEOL_03657	gene	1620				
GMFCDEOL_03657	CDS	1620				hypothetical protein
GMFCDEOL_03658	gene	120				
GMFCDEOL_03658	CDS	120				hypothetical protein
GMFCDEOL_03659	gene	1614				
GMFCDEOL_03659	CDS	1614				hypothetical protein
GMFCDEOL_03660	gene	3252				
GMFCDEOL_03660	CDS	3252			COG1629	TonB-dependent receptor P26
GMFCDEOL_03661	gene	1755				
GMFCDEOL_03661	CDS	1755				hypothetical protein
GMFCDEOL_03662	gene	873				
GMFCDEOL_03662	CDS	873				hypothetical protein
GMFCDEOL_03663	gene	1635				
GMFCDEOL_03663	CDS	1635				hypothetical protein
GMFCDEOL_03664	gene	1737				
GMFCDEOL_03664	CDS	1737				hypothetical protein
GMFCDEOL_03665	gene	5484				
GMFCDEOL_03665	CDS	5484				hypothetical protein
GMFCDEOL_03666	gene	438				
GMFCDEOL_03666	CDS	438				hypothetical protein
GMFCDEOL_03667	gene	1644				
GMFCDEOL_03667	CDS	1644				hypothetical protein
GMFCDEOL_03668	gene	1623				
GMFCDEOL_03668	CDS	1623				hypothetical protein
GMFCDEOL_03669	gene	204				
GMFCDEOL_03669	CDS	204				hypothetical protein
GMFCDEOL_03670	gene	1797				
GMFCDEOL_03670	CDS	1797				hypothetical protein
GMFCDEOL_03671	gene	237				
GMFCDEOL_03671	CDS	237				hypothetical protein
GMFCDEOL_03672	gene	819	soj_3			
GMFCDEOL_03672	CDS	819	soj_3	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
GMFCDEOL_03673	gene	792				
GMFCDEOL_03673	CDS	792				hypothetical protein
GMFCDEOL_03674	gene	585				
GMFCDEOL_03674	CDS	585				hypothetical protein
GMFCDEOL_03675	gene	1368				
GMFCDEOL_03675	CDS	1368				IS607 family transposase ISChh1
GMFCDEOL_03676	gene	1029	xerC_25			
GMFCDEOL_03676	CDS	1029	xerC_25			Tyrosine recombinase XerC
GMFCDEOL_03677	gene	225				
GMFCDEOL_03677	CDS	225				hypothetical protein
GMFCDEOL_03678	gene	549				
GMFCDEOL_03678	CDS	549				hypothetical protein
GMFCDEOL_03679	gene	501				
GMFCDEOL_03679	CDS	501				hypothetical protein
GMFCDEOL_03680	gene	756				
GMFCDEOL_03680	CDS	756				hypothetical protein
GMFCDEOL_03681	gene	2055				
GMFCDEOL_03681	CDS	2055				hypothetical protein
GMFCDEOL_03682	gene	870				
GMFCDEOL_03682	CDS	870				hypothetical protein
GMFCDEOL_03683	gene	945				
GMFCDEOL_03683	CDS	945				hypothetical protein
GMFCDEOL_03684	gene	1518				
GMFCDEOL_03684	CDS	1518				hypothetical protein
GMFCDEOL_03685	gene	2214	relA			
GMFCDEOL_03685	CDS	2214	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
GMFCDEOL_03686	gene	387	dgkA			
GMFCDEOL_03686	CDS	387	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
GMFCDEOL_03687	gene	1167				
GMFCDEOL_03687	CDS	1167				hypothetical protein
GMFCDEOL_03688	gene	822	panB			
GMFCDEOL_03688	CDS	822	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
GMFCDEOL_03689	gene	729	axeA1			
GMFCDEOL_03689	CDS	729	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
GMFCDEOL_03690	gene	996	pyrD_2			
GMFCDEOL_03690	CDS	996	pyrD_2	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GMFCDEOL_03691	gene	657	ppaX			
GMFCDEOL_03691	CDS	657	ppaX	3.6.1.1		Pyrophosphatase PpaX
GMFCDEOL_03692	gene	1365	mepA_4			
GMFCDEOL_03692	CDS	1365	mepA_4		COG0534	Multidrug export protein MepA
GMFCDEOL_03693	gene	2310				
GMFCDEOL_03693	CDS	2310				hypothetical protein
GMFCDEOL_03694	gene	675	yknY_7			
GMFCDEOL_03694	CDS	675	yknY_7	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
GMFCDEOL_03695	gene	2295				
GMFCDEOL_03695	CDS	2295				hypothetical protein
GMFCDEOL_03696	gene	2310				
GMFCDEOL_03696	CDS	2310				hypothetical protein
GMFCDEOL_03697	gene	675	yknY_8			
GMFCDEOL_03697	CDS	675	yknY_8	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
GMFCDEOL_03698	gene	2295				
GMFCDEOL_03698	CDS	2295				hypothetical protein
GMFCDEOL_03699	gene	810				
GMFCDEOL_03699	CDS	810				hypothetical protein
GMFCDEOL_03700	gene	711				
GMFCDEOL_03700	CDS	711				hypothetical protein
GMFCDEOL_03701	gene	1332	zraR_4			
GMFCDEOL_03701	CDS	1332	zraR_4			Transcriptional regulatory protein ZraR
GMFCDEOL_03702	gene	1314	sasA_13			
GMFCDEOL_03702	CDS	1314	sasA_13	2.7.13.3		Adaptive-response sensory-kinase SasA
GMFCDEOL_03703	gene	666	anr			
GMFCDEOL_03703	CDS	666	anr		COG0664	Transcriptional activator protein Anr
GMFCDEOL_03704	gene	1632	hcp			
GMFCDEOL_03704	CDS	1632	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GMFCDEOL_03705	gene	1185	pyrP			
GMFCDEOL_03705	CDS	1185	pyrP		COG2233	Uracil permease
GMFCDEOL_03706	gene	1467	nhaP2			
GMFCDEOL_03706	CDS	1467	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
GMFCDEOL_03707	gene	1665	fadD3_1			
GMFCDEOL_03707	CDS	1665	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
GMFCDEOL_03708	gene	384				
GMFCDEOL_03708	CDS	384				hypothetical protein
GMFCDEOL_03709	gene	783				
GMFCDEOL_03709	CDS	783				hypothetical protein
GMFCDEOL_03710	gene	1575	ravA			
GMFCDEOL_03710	CDS	1575	ravA	3.6.1.-		Regulatory ATPase RavA
GMFCDEOL_03711	gene	1371	viaA			
GMFCDEOL_03711	CDS	1371	viaA			Regulatory protein ViaA
GMFCDEOL_03712	gene	852	rhaS_5			
GMFCDEOL_03712	CDS	852	rhaS_5			HTH-type transcriptional activator RhaS
GMFCDEOL_03713	gene	162				
GMFCDEOL_03713	CDS	162				hypothetical protein
GMFCDEOL_03714	gene	309				
GMFCDEOL_03714	CDS	309				hypothetical protein
GMFCDEOL_03715	gene	534				
GMFCDEOL_03715	CDS	534				hypothetical protein
GMFCDEOL_03716	gene	489				
GMFCDEOL_03716	CDS	489				hypothetical protein
GMFCDEOL_03717	gene	534				
GMFCDEOL_03717	CDS	534				hypothetical protein
GMFCDEOL_03718	gene	513				
GMFCDEOL_03718	CDS	513				hypothetical protein
GMFCDEOL_03719	gene	222				
GMFCDEOL_03719	CDS	222				hypothetical protein
GMFCDEOL_03720	gene	405				
GMFCDEOL_03720	CDS	405				hypothetical protein
GMFCDEOL_03721	gene	531	darG			
GMFCDEOL_03721	CDS	531	darG	3.2.2.-		DNA ADP-ribosyl glycohydrolase
GMFCDEOL_03722	gene	765				
GMFCDEOL_03722	CDS	765				hypothetical protein
GMFCDEOL_03723	gene	345				
GMFCDEOL_03723	CDS	345				hypothetical protein
GMFCDEOL_03724	gene	558				
GMFCDEOL_03724	CDS	558				hypothetical protein
GMFCDEOL_03725	gene	369				
GMFCDEOL_03725	CDS	369				hypothetical protein
GMFCDEOL_03726	gene	354				
GMFCDEOL_03726	CDS	354				hypothetical protein
GMFCDEOL_03727	gene	300				
GMFCDEOL_03727	CDS	300				hypothetical protein
GMFCDEOL_03728	gene	585				
GMFCDEOL_03728	CDS	585				hypothetical protein
GMFCDEOL_03729	gene	1140	xerC_26			
GMFCDEOL_03729	CDS	1140	xerC_26			Tyrosine recombinase XerC
GMFCDEOL_03730	gene	1332				
GMFCDEOL_03730	CDS	1332			COG0702	SusD-like protein P38
GMFCDEOL_03731	gene	3306	susC_12			
GMFCDEOL_03731	CDS	3306	susC_12		COG1629	TonB-dependent receptor SusC
GMFCDEOL_03732	gene	2640				
GMFCDEOL_03732	CDS	2640				hypothetical protein
GMFCDEOL_03733	gene	1578				
GMFCDEOL_03733	CDS	1578				hypothetical protein
GMFCDEOL_03734	gene	3174	recB			
GMFCDEOL_03734	CDS	3174	recB	5.6.2.4		RecBCD enzyme subunit RecB
GMFCDEOL_03735	gene	2874				
GMFCDEOL_03735	CDS	2874				hypothetical protein
GMFCDEOL_03736	gene	1128	rcsC_31			
GMFCDEOL_03736	CDS	1128	rcsC_31	2.7.13.3		Sensor histidine kinase RcsC
GMFCDEOL_03737	gene	939	UXNAcS_2			
GMFCDEOL_03737	CDS	939	UXNAcS_2	4.1.1.128	COG0451	UDP-N-acetyl-alpha-D-glucosaminuronate decarboxylase
GMFCDEOL_03738	gene	318				
GMFCDEOL_03738	CDS	318				hypothetical protein
GMFCDEOL_03739	gene	984				
GMFCDEOL_03739	CDS	984				hypothetical protein
GMFCDEOL_03740	gene	969				
GMFCDEOL_03740	CDS	969				hypothetical protein
GMFCDEOL_03741	gene	981				
GMFCDEOL_03741	CDS	981				hypothetical protein
GMFCDEOL_03742	gene	1560				
GMFCDEOL_03742	CDS	1560				hypothetical protein
GMFCDEOL_03743	gene	1452				
GMFCDEOL_03743	CDS	1452				hypothetical protein
GMFCDEOL_03744	gene	567				
GMFCDEOL_03744	CDS	567				hypothetical protein
GMFCDEOL_03745	gene	429				
GMFCDEOL_03745	CDS	429				hypothetical protein
GMFCDEOL_03746	gene	1005				
GMFCDEOL_03746	CDS	1005				hypothetical protein
GMFCDEOL_03747	gene	624				
GMFCDEOL_03747	CDS	624				hypothetical protein
GMFCDEOL_03748	gene	309				
GMFCDEOL_03748	CDS	309				hypothetical protein
GMFCDEOL_03749	gene	1350				
GMFCDEOL_03749	CDS	1350				hypothetical protein
GMFCDEOL_03750	gene	987				
GMFCDEOL_03750	CDS	987				hypothetical protein
GMFCDEOL_03751	gene	576				
GMFCDEOL_03751	CDS	576				hypothetical protein
GMFCDEOL_03752	gene	903				
GMFCDEOL_03752	CDS	903				hypothetical protein
GMFCDEOL_03753	gene	504				
GMFCDEOL_03753	CDS	504				hypothetical protein
GMFCDEOL_03754	gene	594				
GMFCDEOL_03754	CDS	594				hypothetical protein
GMFCDEOL_03755	gene	222				
GMFCDEOL_03755	CDS	222				hypothetical protein
GMFCDEOL_03756	gene	309				
GMFCDEOL_03756	CDS	309				hypothetical protein
GMFCDEOL_03757	gene	246				
GMFCDEOL_03757	CDS	246				hypothetical protein
GMFCDEOL_03758	gene	234				
GMFCDEOL_03758	CDS	234				hypothetical protein
GMFCDEOL_03759	gene	258				
GMFCDEOL_03759	CDS	258				hypothetical protein
GMFCDEOL_03760	gene	1290				
GMFCDEOL_03760	CDS	1290				hypothetical protein
GMFCDEOL_03761	gene	423				
GMFCDEOL_03761	CDS	423				hypothetical protein
GMFCDEOL_03762	gene	597				
GMFCDEOL_03762	CDS	597				hypothetical protein
GMFCDEOL_03763	gene	222				
GMFCDEOL_03763	CDS	222				hypothetical protein
GMFCDEOL_03764	gene	216				
GMFCDEOL_03764	CDS	216				hypothetical protein
GMFCDEOL_03765	gene	591				
GMFCDEOL_03765	CDS	591				hypothetical protein
GMFCDEOL_03766	gene	1419	ahcY			
GMFCDEOL_03766	CDS	1419	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
GMFCDEOL_03767	gene	2502				
GMFCDEOL_03767	CDS	2502				hypothetical protein
GMFCDEOL_03768	gene	1542	atsA_6			
GMFCDEOL_03768	CDS	1542	atsA_6	3.1.6.1		Arylsulfatase
GMFCDEOL_03769	gene	1950				
GMFCDEOL_03769	CDS	1950				hypothetical protein
GMFCDEOL_03770	gene	3513				
GMFCDEOL_03770	CDS	3513			COG4771	TonB-dependent receptor P3
GMFCDEOL_03771	gene	981				
GMFCDEOL_03771	CDS	981				hypothetical protein
GMFCDEOL_03772	gene	552	sigW_7			
GMFCDEOL_03772	CDS	552	sigW_7		COG1595	ECF RNA polymerase sigma factor SigW
GMFCDEOL_03773	gene	1239	lolE_2			
GMFCDEOL_03773	CDS	1239	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
GMFCDEOL_03774	gene	333	rbfA			
GMFCDEOL_03774	CDS	333	rbfA		COG0858	Ribosome-binding factor A
GMFCDEOL_03775	gene	639	trmR			
GMFCDEOL_03775	CDS	639	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
GMFCDEOL_03776	gene	1458	pyk			
GMFCDEOL_03776	CDS	1458	pyk	2.7.1.40		Pyruvate kinase
GMFCDEOL_03777	gene	420	aroQ			
GMFCDEOL_03777	CDS	420	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
GMFCDEOL_03778	gene	960	xerD_3			
GMFCDEOL_03778	CDS	960	xerD_3			Tyrosine recombinase XerD
GMFCDEOL_03779	gene	1692				
GMFCDEOL_03779	CDS	1692				hypothetical protein
GMFCDEOL_03780	gene	1071	resA_9			
GMFCDEOL_03780	CDS	1071	resA_9			Thiol-disulfide oxidoreductase ResA
GMFCDEOL_03781	gene	1539	comM			
GMFCDEOL_03781	CDS	1539	comM		COG0606	Competence protein ComM
GMFCDEOL_03782	gene	1701				
GMFCDEOL_03782	CDS	1701				hypothetical protein
GMFCDEOL_03783	gene	1200				
GMFCDEOL_03783	CDS	1200				hypothetical protein
GMFCDEOL_03784	gene	447				
GMFCDEOL_03784	CDS	447				hypothetical protein
GMFCDEOL_03785	gene	1710				
GMFCDEOL_03785	CDS	1710				hypothetical protein
GMFCDEOL_03786	gene	1086	ahbD			
GMFCDEOL_03786	CDS	1086	ahbD	1.3.98.6	COG0535	AdoMet-dependent heme synthase
GMFCDEOL_03787	gene	489				
GMFCDEOL_03787	CDS	489				hypothetical protein
GMFCDEOL_03788	gene	2061	FCS1			
GMFCDEOL_03788	CDS	2061	FCS1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
GMFCDEOL_03789	gene	1236				
GMFCDEOL_03789	CDS	1236				hypothetical protein
GMFCDEOL_03790	gene	1164				
GMFCDEOL_03790	CDS	1164				hypothetical protein
GMFCDEOL_03791	gene	891	egtB			
GMFCDEOL_03791	CDS	891	egtB	1.14.99.50		Hercynine oxygenase
GMFCDEOL_03792	gene	1395				
GMFCDEOL_03792	CDS	1395				hypothetical protein
GMFCDEOL_03793	gene	936				
GMFCDEOL_03793	CDS	936				hypothetical protein
GMFCDEOL_03794	gene	330				
GMFCDEOL_03794	CDS	330				hypothetical protein
GMFCDEOL_03795	gene	1083				
GMFCDEOL_03795	CDS	1083				hypothetical protein
GMFCDEOL_03796	gene	315				
GMFCDEOL_03796	CDS	315				hypothetical protein
GMFCDEOL_03797	gene	1083				
GMFCDEOL_03797	CDS	1083				hypothetical protein
GMFCDEOL_03798	gene	2040	metG			
GMFCDEOL_03798	CDS	2040	metG	6.1.1.10		Methionine--tRNA ligase
GMFCDEOL_03799	gene	1446	tuaB_3			
GMFCDEOL_03799	CDS	1446	tuaB_3		COG2244	Teichuronic acid biosynthesis protein TuaB
GMFCDEOL_03800	gene	1185				
GMFCDEOL_03800	CDS	1185				hypothetical protein
GMFCDEOL_03801	gene	1008				
GMFCDEOL_03801	CDS	1008				hypothetical protein
GMFCDEOL_03802	gene	1200	mshA_11			
GMFCDEOL_03802	CDS	1200	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GMFCDEOL_03803	gene	648				
GMFCDEOL_03803	CDS	648				hypothetical protein
GMFCDEOL_03804	gene	1131				
GMFCDEOL_03804	CDS	1131		5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
GMFCDEOL_03805	gene	1203	wecC_2			
GMFCDEOL_03805	CDS	1203	wecC_2	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
GMFCDEOL_03806	gene	1266	mshA_12			
GMFCDEOL_03806	CDS	1266	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GMFCDEOL_03807	gene	774				
GMFCDEOL_03807	CDS	774		2.4.1.-	COG0463	PGL/p-HBAD biosynthesis glycosyltransferase
GMFCDEOL_03808	gene	906	cobB			
GMFCDEOL_03808	CDS	906	cobB	2.3.1.286		NAD-dependent protein deacylase
GMFCDEOL_03809	gene	585	mip_2			
GMFCDEOL_03809	CDS	585	mip_2	5.2.1.8	COG0545	Outer membrane protein MIP
GMFCDEOL_03810	gene	870				
GMFCDEOL_03810	CDS	870				hypothetical protein
GMFCDEOL_03811	gene	975				
GMFCDEOL_03811	CDS	975				hypothetical protein
GMFCDEOL_03812	gene	846				
GMFCDEOL_03812	CDS	846				hypothetical protein
GMFCDEOL_03813	gene	2286				
GMFCDEOL_03813	CDS	2286				hypothetical protein
GMFCDEOL_03814	gene	1215				
GMFCDEOL_03814	CDS	1215				hypothetical protein
GMFCDEOL_03815	gene	1002				
GMFCDEOL_03815	CDS	1002				hypothetical protein
GMFCDEOL_03816	gene	423				
GMFCDEOL_03816	CDS	423				hypothetical protein
GMFCDEOL_03817	gene	810	znuB			
GMFCDEOL_03817	CDS	810	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GMFCDEOL_03818	gene	420				
GMFCDEOL_03818	CDS	420				hypothetical protein
GMFCDEOL_03819	gene	225				
GMFCDEOL_03819	CDS	225				hypothetical protein
GMFCDEOL_03820	gene	1311				
GMFCDEOL_03820	CDS	1311				hypothetical protein
GMFCDEOL_03821	gene	996	moxR1_2			
GMFCDEOL_03821	CDS	996	moxR1_2		COG0714	Chaperone MoxR1
GMFCDEOL_03822	gene	1248				
GMFCDEOL_03822	CDS	1248				hypothetical protein
GMFCDEOL_03823	gene	624				
GMFCDEOL_03823	CDS	624				hypothetical protein
GMFCDEOL_03824	gene	933				
GMFCDEOL_03824	CDS	933				hypothetical protein
GMFCDEOL_03825	gene	963				
GMFCDEOL_03825	CDS	963				hypothetical protein
GMFCDEOL_03826	gene	732				
GMFCDEOL_03826	CDS	732				hypothetical protein
GMFCDEOL_03827	gene	336				
GMFCDEOL_03827	CDS	336				hypothetical protein
GMFCDEOL_03828	gene	315	trxA_2			
GMFCDEOL_03828	CDS	315	trxA_2		COG3118	Thioredoxin
GMFCDEOL_03829	gene	3897	dnaE			
GMFCDEOL_03829	CDS	3897	dnaE	2.7.7.7		DNA polymerase III subunit alpha
GMFCDEOL_03830	gene	687	psd			
GMFCDEOL_03830	CDS	687	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
GMFCDEOL_03831	gene	711				
GMFCDEOL_03831	CDS	711				hypothetical protein
GMFCDEOL_03832	gene	291				
GMFCDEOL_03832	CDS	291				hypothetical protein
GMFCDEOL_03833	gene	438	tadA_2			
GMFCDEOL_03833	CDS	438	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
GMFCDEOL_03834	gene	234				
GMFCDEOL_03834	CDS	234				hypothetical protein
GMFCDEOL_03835	gene	366				
GMFCDEOL_03835	CDS	366				hypothetical protein
GMFCDEOL_03836	gene	357	yjbR			
GMFCDEOL_03836	CDS	357	yjbR		COG2315	putative protein YjbR
GMFCDEOL_03837	gene	756	birA			
GMFCDEOL_03837	CDS	756	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GMFCDEOL_03838	gene	1326				
GMFCDEOL_03838	CDS	1326				hypothetical protein
GMFCDEOL_03839	gene	684				
GMFCDEOL_03839	CDS	684				hypothetical protein
GMFCDEOL_03840	gene	1320	dinF			
GMFCDEOL_03840	CDS	1320	dinF		COG0534	DNA damage-inducible protein F
GMFCDEOL_03841	gene	711	pyrH			
GMFCDEOL_03841	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
GMFCDEOL_03842	gene	150				
GMFCDEOL_03842	CDS	150				hypothetical protein
GMFCDEOL_03843	gene	849				
GMFCDEOL_03843	CDS	849				hypothetical protein
GMFCDEOL_03844	gene	1590	dnaK_2			
GMFCDEOL_03844	CDS	1590	dnaK_2		COG0443	Chaperone protein DnaK
GMFCDEOL_03845	gene	2796				
GMFCDEOL_03845	CDS	2796				hypothetical protein
GMFCDEOL_03846	gene	555				
GMFCDEOL_03846	CDS	555				hypothetical protein
GMFCDEOL_03847	gene	1059				
GMFCDEOL_03847	CDS	1059				hypothetical protein
GMFCDEOL_03848	gene	561	frr			
GMFCDEOL_03848	CDS	561	frr		COG0233	Ribosome-recycling factor
GMFCDEOL_03849	gene	933	rsgA			
GMFCDEOL_03849	CDS	933	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GMFCDEOL_03850	gene	189				
GMFCDEOL_03850	CDS	189				hypothetical protein
GMFCDEOL_03851	gene	1254				
GMFCDEOL_03851	CDS	1254				hypothetical protein
GMFCDEOL_03852	gene	1563				
GMFCDEOL_03852	CDS	1563				hypothetical protein
GMFCDEOL_03853	gene	129				
GMFCDEOL_03853	CDS	129				hypothetical protein
GMFCDEOL_03854	gene	345				
GMFCDEOL_03854	CDS	345				hypothetical protein
GMFCDEOL_03855	gene	720				
GMFCDEOL_03855	CDS	720				hypothetical protein
GMFCDEOL_03856	gene	2172	comA			
GMFCDEOL_03856	CDS	2172	comA	3.4.22.-	COG2274	Transport/processing ATP-binding protein ComA
GMFCDEOL_03857	gene	1314				
GMFCDEOL_03857	CDS	1314				hypothetical protein
GMFCDEOL_03858	gene	1083	mdtA_5			
GMFCDEOL_03858	CDS	1083	mdtA_5			Multidrug resistance protein MdtA
GMFCDEOL_03859	gene	3036	bepE_5			
GMFCDEOL_03859	CDS	3036	bepE_5			Efflux pump membrane transporter BepE
GMFCDEOL_03860	gene	1326				
GMFCDEOL_03860	CDS	1326				hypothetical protein
GMFCDEOL_03861	gene	1656	bcaP			
GMFCDEOL_03861	CDS	1656	bcaP		COG0531	Branched-chain amino acid permease BcaP
GMFCDEOL_03862	gene	2157				
GMFCDEOL_03862	CDS	2157				hypothetical protein
GMFCDEOL_03863	gene	1146				
GMFCDEOL_03863	CDS	1146				hypothetical protein
GMFCDEOL_03864	gene	1647	fumB			
GMFCDEOL_03864	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
GMFCDEOL_03865	gene	2490				
GMFCDEOL_03865	CDS	2490				hypothetical protein
GMFCDEOL_03866	gene	1992				
GMFCDEOL_03866	CDS	1992				hypothetical protein
GMFCDEOL_03867	gene	1254	hflX			
GMFCDEOL_03867	CDS	1254	hflX			GTPase HflX
GMFCDEOL_03868	gene	1395				
GMFCDEOL_03868	CDS	1395				hypothetical protein
GMFCDEOL_03869	gene	2925				
GMFCDEOL_03869	CDS	2925			COG4771	TonB-dependent receptor P3
GMFCDEOL_03870	gene	363				
GMFCDEOL_03870	CDS	363				hypothetical protein
GMFCDEOL_03871	gene	2514				
GMFCDEOL_03871	CDS	2514				hypothetical protein
GMFCDEOL_03872	gene	627				
GMFCDEOL_03872	CDS	627				hypothetical protein
GMFCDEOL_03873	gene	996				
GMFCDEOL_03873	CDS	996				hypothetical protein
GMFCDEOL_03874	gene	624				
GMFCDEOL_03874	CDS	624				hypothetical protein
GMFCDEOL_03875	gene	297				
GMFCDEOL_03875	CDS	297				hypothetical protein
GMFCDEOL_03876	gene	1314				
GMFCDEOL_03876	CDS	1314				hypothetical protein
GMFCDEOL_03877	gene	936				
GMFCDEOL_03877	CDS	936				hypothetical protein
GMFCDEOL_03878	gene	582				
GMFCDEOL_03878	CDS	582				hypothetical protein
GMFCDEOL_03879	gene	453				
GMFCDEOL_03879	CDS	453				hypothetical protein
GMFCDEOL_03880	gene	321				
GMFCDEOL_03880	CDS	321				hypothetical protein
GMFCDEOL_03881	gene	483				
GMFCDEOL_03881	CDS	483				hypothetical protein
GMFCDEOL_03882	gene	222				
GMFCDEOL_03882	CDS	222				hypothetical protein
GMFCDEOL_03883	gene	213				
GMFCDEOL_03883	CDS	213				hypothetical protein
GMFCDEOL_03884	gene	534				
GMFCDEOL_03884	CDS	534				hypothetical protein
GMFCDEOL_03885	gene	531				
GMFCDEOL_03885	CDS	531				hypothetical protein
GMFCDEOL_03886	gene	1230	xerC_27			
GMFCDEOL_03886	CDS	1230	xerC_27			Tyrosine recombinase XerC
GMFCDEOL_03887	gene	86				
GMFCDEOL_03887	tRNA	86				tRNA-Ser(tga)
GMFCDEOL_03888	gene	2229	pflB			
GMFCDEOL_03888	CDS	2229	pflB	2.3.1.54		Formate acetyltransferase
GMFCDEOL_03889	gene	726	pflA			
GMFCDEOL_03889	CDS	726	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
GMFCDEOL_03890	gene	1260				
GMFCDEOL_03890	CDS	1260				hypothetical protein
GMFCDEOL_03891	gene	549	algU_2			
GMFCDEOL_03891	CDS	549	algU_2			RNA polymerase sigma-H factor
GMFCDEOL_03892	gene	756				
GMFCDEOL_03892	CDS	756				hypothetical protein
GMFCDEOL_03893	gene	999	oxyR			
GMFCDEOL_03893	CDS	999	oxyR		COG0583	DNA-binding transcriptional dual regulator OxyR
GMFCDEOL_03894	gene	474	dps			
GMFCDEOL_03894	CDS	474	dps	1.16.-.-	COG0783	DNA protection during starvation protein
GMFCDEOL_03895	gene	999				
GMFCDEOL_03895	CDS	999		2.4.1.320	COG2152	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
GMFCDEOL_03896	gene	1269	ampG_2			
GMFCDEOL_03896	CDS	1269	ampG_2		COG2223	Anhydromuropeptide permease
GMFCDEOL_03897	gene	1014				
GMFCDEOL_03897	CDS	1014				hypothetical protein
GMFCDEOL_03898	gene	1137				
GMFCDEOL_03898	CDS	1137				hypothetical protein
GMFCDEOL_03899	gene	1080	endOF2			
GMFCDEOL_03899	CDS	1080	endOF2	3.2.1.96		Endo-beta-N-acetylglucosaminidase F2
GMFCDEOL_03900	gene	1545				
GMFCDEOL_03900	CDS	1545				hypothetical protein
GMFCDEOL_03901	gene	3306	susC_13			
GMFCDEOL_03901	CDS	3306	susC_13		COG1629	TonB-dependent receptor SusC
GMFCDEOL_03902	gene	1011				
GMFCDEOL_03902	CDS	1011				hypothetical protein
GMFCDEOL_03903	gene	600				
GMFCDEOL_03903	CDS	600				hypothetical protein
GMFCDEOL_03904	gene	2016	susB_2			
GMFCDEOL_03904	CDS	2016	susB_2	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
GMFCDEOL_03905	gene	858				
GMFCDEOL_03905	CDS	858				hypothetical protein
GMFCDEOL_03906	gene	1095	menE			
GMFCDEOL_03906	CDS	1095	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
GMFCDEOL_03907	gene	1020	menC			
GMFCDEOL_03907	CDS	1020	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
GMFCDEOL_03908	gene	825	menB			
GMFCDEOL_03908	CDS	825	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
GMFCDEOL_03909	gene	1005				
GMFCDEOL_03909	CDS	1005				hypothetical protein
GMFCDEOL_03910	gene	1668	menD			
GMFCDEOL_03910	CDS	1668	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
